character	grade	frequency_rank	stroke_count	meaning	onyomi	kunyomi	radical
桐	9	1668	10	paulownia	トウ,ドウ	きり	木
勤	6	830	12	diligence, become employed, serve	キン,ゴン	つと.める,-づと.め,つと.まる,いそ.しむ	力
努	4	749	7	toil, diligent, as much as possible	ド	つと.める	力
勉	3	1066	10	exertion, endeavour, encourage, strive, make effort, diligent	ベン	つと.める	力
均	5	715	7	level, average	キン	なら.す	土
衡	8	1847	16	equilibrium, measuring rod, scale	コウ		行
錦	8	1440	16	brocade, fine dress, honors	キン	にしき	金
琴	8	1591	12	harp, koto	キン,ゴン	こと	王
筋	6	744	12	muscle, sinew, tendon, fiber, plot, plan, descent	キン	すじ	竹
慎	8	999	13	humility, be careful, discreet, prudent	シン	つつし.む,つつ.ましい,つつし,つつし.み	心
畿	8	1683	15	capital, suburbs of capital	キ	みやこ	田
郊	8	1304	9	outskirts, suburbs, rural area	コウ		邦
隣	8	1083	16	neighboring	リン	とな.る,となり	阡
塊	8	1800	13	clod, lump, chunk, clot, mass	カイ,ケ	かたまり,つちくれ	土
庫	3	852	10	warehouse, storehouse	コ,ク	くら	广
銭	6	1008	14	coin, .01 yen, money	セン,ゼン	ぜに,すき	金
縛	8	1764	16	truss, arrest, bind, tie, restrain	バク	しば.る	糸
脈	5	1477	10	vein, pulse, hope	ミャク	すじ	肉
網	8	1194	14	netting, network	モウ	あみ	糸
吟	8	1956	7	versify, singing, recital	ギン		口
渋	8	1011	11	astringent, hesitate, reluctant, have diarrhea	ジュウ,シュウ	しぶ,しぶ.い,しぶ.る	汁
痛	6	903	12	pain, hurt, damage, bruise	ツウ	いた.い,いた.む,いた.ましい,いた.める	疔
悩	8	1084	10	trouble, worry, in pain, distress, illness	ノウ	なや.む,なや.ます,なや.ましい,なやみ	心
駆	8	1033	14	drive, run, gallop, advance, inspire, impel	ク	か.ける,か.る	馬
駒	8	1452	15	pony, horse, colt	ク	こま	馬
痴	8	1663	13	stupid, foolish	チ	し.れる,おろか	疔
唐	8	1727	10	T'ang, China, foreign	トウ	から	口
洞	8	1618	9	den, cave, excavation	ドウ	ほら	汁
胴	8	1904	10	trunk, torso, hull (ship), hub of wheel	ドウ		肉
欄	8	1523	20	column, handrail, blank, space	ラン	てすり	木
偶	8	1602	11	accidentally, even number, couple, man & wife, same kind	グウ	たま	化
隅	8	1601	12	corner, nook	グウ	すみ	阡
辱	8	1769	10	embarrass, humiliate, shame	ジョク	はずかし.める	辰
掘	8	1257	11	dig, delve, excavate	クツ	ほ.る	扎
履	8	1619	15	perform, complete, footgear, shoes, boots, put on (the feet)	リ	は.く	尸
窪	9	1853	14	depression, cave in, sink, become hollow	ワ,ア	くぼ.む,くぼ.み,くぼ.まる,くぼ	穴
熊	4	1105	14	bear	ユウ	くま	火
栗	9	1550	10	chestnut	リツ,リ	くり,おののく	木
桑	8	1650	10	mulberry	ソウ	くわ	木
畑	3	1176	9	farm, field, garden, one's specialty, (kokuji)		はた,はたけ,-ばたけ	田
畠	9	1860	10	field, farm, garden, (kokuji)		はたけ,はた	田
勲	8	1513	15	meritorious deed, merit	クン	いさお	力
君	3	947	7	mister, you, ruler, male name suffix	クン	きみ,-ぎみ	口
臨	6	722	18	look to, face, meet, confront, attend, call on	リン	のぞ.む	臣
練	3	788	14	practice, gloss, train, drill, polish, refine	レン	ね.る,ね.り	糸
郡	4	965	10	county, district	グン	こおり	邦
傾	8	938	13	lean, incline, tilt, trend, wane, sink, ruin, bias	ケイ	かたむ.く,かたむ.ける,かたぶ.く,かた.げる,かし.げる	化
斜	8	1504	11	diagonal, slanting, oblique	シャ	なな.め,はす	斗
罰	8	1220	14	penalty, punishment	バツ,バチ,ハツ	ばっ.する	
啓	8	1403	11	disclose, open, say	ケイ	ひら.く,さと.す	口
契	8	898	9	pledge, promise, vow	ケイ	ちぎ.る	大
須	8	1339	12	ought, by all means, necessarily	ス,シュ	すべから.く,すべし,ひげ,まつ,もち.いる,もと.める	頁
祝	4	1184	9	celebrate, congratulate	シュク,シュウ	いわ.う	示
弔	8	1840	4	condolences, mourning, funeral	チョウ	とむら.う,とぶら.う	弓
掲	8	899	11	put up (a notice), put up, hoist, display, hang out, publish, describe	ケイ	かか.げる	扎
携	8	1017	13	portable, carry (in hand), armed with, bring along	ケイ	たずさ.える,たずさ.わる	扎
桂	9	1651	10	Japanese Judas-tree, cinnamon tree	ケイ	かつら	木
径	4	1435	8	diameter, path, method	ケイ	みち,こみち,さしわたし,ただちに	彳
承	6	775	8	acquiesce, hear, listen to, be informed, receive	ショウ,ジョウ	うけたまわ.る,う.ける	扎
署	6	725	13	signature, govt office, police station	ショ		
鐘	8	1681	20	bell, gong, chimes	ショウ	かね	金
震	8	893	15	quake, shake, tremble, quiver, shiver	シン	ふる.う,ふる.える,ふる.わせる,ふる.わす	雨
薄	8	1009	16	dilute, thin, weak (tea), pampas grass	ハク	うす.い,うす-,-うす,うす.める,うす.まる,うす.らぐ,うす.ら-,うす.れる,すすき	艾
鶏	8	1901	19	chicken	ケイ	にわとり,とり	鳥
卵	6	1342	7	egg, ovum, spawn, roe	ラン	たまご	卩
討	6	528	10	chastise, attack, defeat, destroy, conquer	トウ	う.つ	言
鯨	8	1486	19	whale	ゲイ	くじら	魚
射	6	937	10	shoot, shine into, onto, archery	シャ	い.る,さ.す,う.つ	寸
墜	8	1466	15	crash, fall (down)	ツイ	お.ちる,お.つ	土
励	8	1254	7	encourage, be diligent, inspire	レイ	はげ.む,はげ.ます	力
透	8	1035	10	transparent, permeate, filter, penetrate	トウ	す.く,す.かす,す.ける,とう.る,とう.す	込
傑	8	1926	13	greatness, excellence	ケツ	すぐ.れる	化
欠	4	860	4	lack, gap, fail, yawning radical (no. 76)	ケツ,ケン	か.ける,か.く	欠
伸	8	730	7	expand, stretch, extend, lengthen, increase	シン	の.びる,の.ばす,の.べる,の.す	化
損	5	807	13	damage, loss, disadvantage, hurt, injure	ソン	そこ.なう,そこな.う,-そこ.なう,そこ.ねる,-そこ.ねる	扎
癖	8	1973	18	mannerism, habit, vice, trait, fault, kink	ヘキ	くせ,くせ.に	疔
埋	8	1110	10	bury, be filled up, embedded	マイ	う.める,う.まる,う.もれる,うず.める,うず.まる,い.ける	土
痕	8	1958	11	mark, foot print	コン	あと	疔
糖	6	1471	16	sugar	トウ		米
並	6	599	8	row, and, besides, as well as, line up, rank with, rival, equal	ヘイ,ホウ	な.み,なみ,なら.べる,なら.ぶ,なら.びに	一
康	4	760	11	ease, peace	コウ		广
剣	8	1305	10	sabre, sword, blade, clock hand	ケン	つるぎ	刀
圏	8	1216	12	sphere, circle, radius, range	ケン	かこ.い	囗
堅	8	1049	12	strict, hard, solid, tough, tight, reliable	ケン	かた.い,-がた.い	土
垂	6	1720	8	droop, suspend, hang, slouch	スイ	た.れる,た.らす,た.れ,-た.れ,なんなんと.す	土
疫	8	1661	9	epidemic	エキ,ヤク		疔
索	8	1127	10	cord, rope, searching, inquiring	サク		糸
益	5	674	10	benefit, gain, profit, advantage	エキ,ヤク	ま.す	皿
仲	4	919	6	go-between, relationship	チュウ	なか	化
献	8	637	13	offering, counter for drinks, present, offer	ケン,コン	たてまつ.る	犯
絹	6	1916	13	silk	ケン	きぬ	糸
肩	8	1215	8	shoulder	ケン	かた	肉
捨	6	1266	11	discard, throw away, abandon, resign, reject, sacrifice	シャ	す.てる	扎
謙	8	1582	17	self-effacing, humble oneself, condescend, be modest	ケン	へりくだ.る	言
峻	9	1997	10	high, steep	シュン	けわ.しい,たか.い	山
顕	8	1536	18	appear, existing	ケン	あきらか,あらわ.れる	頁
彰	8	1310	14	patent, clear	ショウ		彡
稿	8	1400	15	draft, copy, manuscript, straw	コウ	わら,したがき	禾
炉	8	1359	8	hearth, furnace, kiln, reactor	ロ	いろり	火
潜	8	1329	15	submerge, conceal, hide, lower (voice), hush	セン	ひそ.む,もぐ.る,かく.れる,くぐ.る,ひそ.める	汁
酷	8	1596	14	cruel, severe, atrocious, unjust	コク	ひど.い	酉
粛	8	1549	11	solemn, quietly, softly	シュク,スク	つつし.む	聿
幻	8	1564	4	phantasm, vision, dream, illusion, apparition	ゲン	まぼろし	幺
償	8	854	17	reparation, make up for, recompense, redeem	ショウ	つぐな.う	化
俸	8	1834	10	stipend, salary	ホウ		化
源	6	738	13	source, origin	ゲン	みなもと	汁
玄	8	1409	5	mysterious, occultness, black, deep, profound	ゲン	くろ,くろ.い	玄
黒	2	573	11	black	コク	くろ,くろ.ずむ,くろ.い	黒
巣	4	1588	11	nest, rookery, hive, cobweb, den	ソウ	す,す.くう	巛
墳	8	1822	15	tomb, mound	フン		土
孤	8	1239	9	orphan, alone	コ		子
己	6	1098	3	self	コ,キ	おのれ,つちのと,な	已
棚	8	1594	12	shelf, ledge, rack, mount, mantle, trellis	ホウ	たな,-だな	木
湖	3	1344	12	lake	コ	みずうみ	汁
沼	8	1467	8	marsh, lake, bog, swamp, pond	ショウ	ぬま	汁
俣	9	1585	9	crotch, thigh, groin, fork, junction, (kokuji)		また	化
胡	9	1995	9	barbarian, foreign	ウ,コ,ゴ	なんぞ	肉
桃	8	1784	10	peach	トウ	もも	木
麻	8	1142	11	hemp, flax, numb	マ,マア	あさ	麻
虎	8	1653	8	tiger, drunkard	コ	とら	虍
誇	8	1272	13	boast, be proud, pride, triumphantly	コ	ほこ.る	言
鼓	8	1795	13	drum, beat, rouse, muster	コ	つづみ	鼓
伍	9	1881	6	five, five-man squad, file, line	ゴ	いつつ	化
互	8	914	4	mutually, reciprocally, together	ゴ	たが.い,かたみ.に	二
后	6	1583	6	empress, queen, after, behind, back, later	コウ,ゴ	きさき	口
呉	8	1729	7	give, do something for, kingdom of Wu	ゴ	く.れる,くれ	口
舟	8	1786	6	boat, ship	シュウ	ふね,ふな-,-ぶね	舟
盾	8	1476	9	shield, escutcheon, pretext	ジュン	たて	目
輩	8	1365	15	comrade, fellow, people, companions	ハイ	-ばら,やから,やかい,ともがら	車
釣	8	1542	11	angling, fish, catch, allure, ensnare	チョウ	つ.る,つ.り,つ.り-	金
飯	4	1046	12	meal, boiled rice	ハン	めし	食
絡	8	806	12	entwine, coil around, get caught in	ラク	から.む,から.まる	糸
雑	5	839	14	miscellaneous	ザツ,ゾウ	まじ.える,まじ.る	隹
錯	8	1740	16	confused, mix, be in disorder	サク,シャク		金
彩	8	1251	11	coloring, paint, makeup	サイ	いろど.る	彡
功	4	857	5	achievement, merits, success, honor, credit	コウ,ク	いさお	力
紅	6	1299	9	crimson, deep red	コウ,ク	べに,くれない,あか.い	糸
孝	6	1030	7	filial piety, child's respect	コウ,キョウ		子
拙	8	1938	8	bungling, clumsy, unskillful	セツ	つたな.い	扎
幸	3	786	8	happiness, blessing, fortune	コウ	さいわ.い,さち,しあわ.せ	干
宏	9	1277	7	wide, large	コウ	ひろ.い	宀
弘	9	1059	5	vast, broad, wide	コウ,グ	ひろ.い	弓
範	8	1088	15	pattern, example, model	ハン		竹
抗	8	666	7	confront, resist, defy, oppose	コウ	あらが.う	扎
控	8	1000	11	withdraw, draw in, hold back, refrain from, be moderate	コウ	ひか.える,ひか.え	扎
攻	8	532	7	aggression, attack, criticize, polish	コウ	せ.める	攵
更	8	861	7	grow late, night watch, sit up late, of course, renew, renovate, again, more and more, further	コウ	さら,さら.に,ふ.ける,ふ.かす	曰
迭	8	1907	8	transfer, alternation	テツ		込
江	8	704	6	creek, inlet, bay	コウ	え	汁
洪	8	1778	9	deluge, flood, vast	コウ		汁
湾	8	545	12	gulf, bay, inlet	ワン	いりえ	汁
皇	6	721	9	emperor	コウ,オウ		白
帝	8	1276	9	sovereign, the emperor, god, creator	テイ	みかど	巾
梅	4	1232	10	plum	バイ	うめ	木
耕	5	1568	10	till, plow, cultivate	コウ	たがや.す	耒
肯	8	1813	8	agreement, consent, comply with	コウ	がえんじ.る	肉
荒	8	1099	9	laid waste, rough, rude, wild	コウ	あ.らす,あ.れる,あら.い,すさ.ぶ,すさ.む,あ.らし	艾
粗	8	1689	11	coarse, rough, rugged	ソ	あら.い,あら-	米
廃	8	698	12	abolish, obsolete, cessation, discarding, abandon	ハイ	すた.れる,すた.る	广
届	6	939	8	deliver, reach, arrive, report, notify, forward	カイ	とど.ける,-とど.け,とど.く	尸
貢	8	956	10	tribute, support, finance	コウ,ク	みつ.ぐ	貝
購	8	945	17	subscription, buy	コウ		貝
酵	8	1862	14	fermentation	コウ		酉
鉱	5	1376	13	mineral, ore	コウ	あらがね	金
鋼	6	1246	16	steel	コウ	はがね	金
刃	8	1763	3	blade, sword, edge	ジン,ニン	は,やいば,き.る	刀
鉄	3	672	13	iron	テツ	くろがね	金
項	8	884	12	paragraph, nape of neck, clause, item, term (expression)	コウ	うなじ	頁
尚	8	1531	8	esteem, furthermore, still, yet	ショウ	なお	小
僧	8	1724	13	Buddhist priest, monk	ソウ		化
峰	8	1836	10	summit, peak	ホウ	みね,ね	山
併	8	966	8	join, get together, unite, collective	ヘイ	あわ.せる	化
掌	8	1757	12	palm of hand, rule, administer, conduct	ショウ	てのひら,たなごころ	扎
麹		1988	15	malt, yeast	キク	こうじ	麦
富	4	644	12	wealth, enrich, abundant	フ,フウ	と.む,とみ	宀
宝	6	1139	8	treasure, wealth, valuables	ホウ	たから	宀
臣	4	1249	7	retainer, subject	シン,ジン		臣
穀	6	1744	14	cereals, grain	コク		禾
倉	4	1114	10	godown, warehouse, storehouse, cellar, treasury	ソウ	くら	化
似	5	923	7	becoming, resemble, counterfeit, imitate, suitable	ジ	に.る,ひ.る	化
暑	3	1442	12	sultry, hot, summer heat	ショ	あつ.い	日
霧	8	1747	19	fog, mist	ム,ボウ,ブ	きり	雨
潮	6	1231	15	tide, salt water, opportunity	チョウ	しお,うしお	汁
腰	8	1306	13	loins, hips, waist, low wainscoting	ヨウ	こし	肉
髄	8	1652	19	marrow, pith, essence	ズイ		骨
秋	2	635	9	autumn	シュウ	あき,とき	禾
春	2	579	9	springtime, spring (season)	シュン	はる	日
困	6	843	7	quandary, become distressed, annoyed	コン	こま.る	囗
姻	8	1985	9	matrimony, marry	イン		女
懇	8	1135	17	sociable, kind, courteous, hospitable, cordial	コン	ねんご.ろ	心
昆	8	1688	8	descendants, elder brother, insect	コン		日
紡	8	1876	10	spinning	ボウ	つむ.ぐ	糸
迷	5	942	9	astray, be perplexed, in doubt, lost, err, illusion	メイ	まよ.う	込
紺	8	1825	11	dark blue, navy	コン		糸
魂	8	1748	14	soul, spirit	コン	たましい,たま	鬼
鎖	8	1250	18	chain, irons, connection	サ	くさり,とざ.す	金
禅	8	1902	13	Zen, silent meditation	ゼン,セン	しずか,ゆず.る	示
挫	8	1869	10	crush, break, sprain, discourage	ザ,サ	くじ.く,くじ.ける	扎
促	8	998	9	stimulate, urge, press, demand, incite	ソク	うなが.す	化
販	8	627	11	marketing, sell, trade	ハン		貝
宰	8	1597	10	superintend, manager, rule	サイ		宀
採	5	607	11	pick, take, fetch, take up	サイ	と.る	扎
択	8	847	7	choose, select, elect, prefer	タク	えら.ぶ	扎
栽	8	1496	10	plantation, planting	サイ		木
培	8	1431	11	cultivate, foster	バイ	つちか.う	土
暮	6	978	14	evening, twilight, season's end, livelihood, make a living, spend time	ボ	く.れる,く.らす	日
斎	8	1155	11	purification, Buddhist food, room, worship, avoid, alike	サイ	とき,つつし.む,ものいみ,い.む,いわ.う,いつ.く	文
胞	8	1379	9	placenta, sac, sheath	ホウ		肉
縫	8	1723	16	sew, stitch, embroider	ホウ	ぬ.う	糸
罪	5	732	13	guilt, sin, crime, fault, blame, offense	ザイ	つみ	
閥	8	1072	14	clique, lineage, pedigree, faction, clan	バツ		門
咲	8	1534	9	blossom, bloom	ショウ	さ.く,-ざき	口
崎	4	533	11	promontory, cape, spit	キ	さき,さい,みさき	山
岬	8	1972	8	headland, cape, spit, promontory	コウ	みさき	山
埼	4	971	11	cape, spit, promontory	キ	さき,さい,みさき	土
創	6	741	12	genesis, wound, injury, hurt, start, originate	ソウ,ショウ	つく.る,はじ.める,きず,けず.しける	刀
削	8	814	9	plane, sharpen, whittle, pare, shave	サク	けず.る,はつ.る,そ.ぐ	刀
撮	8	1023	15	snapshot, take pictures	サツ	と.る,つま.む,-ど.り	扎
剤	8	1151	10	dose, medicine, drug	ザイ,スイ,セイ	かる,けず.る	刀
到	8	1032	8	arrival, proceed, reach, attain, result in	トウ	いた.る	刀
薩	9	1984	17	salvation, Buddha	サツ,サチ		艾
煮	8	1565	12	boil, cook	シャ	に.る,-に,に.える,に.やす	火
炊	8	1777	8	cook, boil	スイ	た.く,-だ.き	火
林	1	656	8	grove, forest	リン	はやし	木
傘	8	1694	12	umbrella	サン	かさ	化
照	4	1004	13	illuminate, shine, compare, bashful	ショウ	て.る,て.らす,て.れる	火
拝	6	1443	8	worship, adore, pray to	ハイ	おが.む,おろが.む	扎
寺	2	879	6	Buddhist temple	ジ	てら	寸
荘	8	1489	9	villa, inn, cottage, feudal manor, solemn, dignified	ソウ,ショウ,チャン	ほうき,おごそ.か	艾
頂	6	1350	11	place on the head, receive, top of head, top, summit, peak	チョウ	いただ.く,いただき	頁
登	3	566	12	ascend, climb up	トウ,ト,ドウ,ショウ,チョウ	のぼ.る,あ.がる	癶
猫	8	1702	11	cat	ビョウ	ねこ	犯
崩	8	778	11	crumble, die, demolish, level	ホウ	くず.れる,-くず.れ,くず.す	山
惨	8	1463	11	wretched, disaster, cruelty, harsh	サン,ザン	みじ.め,いた.む,むご.い	心
暫	8	1112	15	temporarily, a while, moment, long time	ザン	しばら.く	日
忍	8	1700	7	endure, bear, put up with, conceal, secrete, spy, sneak	ニン	しの.ぶ,しの.ばせる	心
刺	8	1031	8	thorn, pierce, stab, prick, sting, calling card	シ	さ.す,さ.さる,さ.し,さし,とげ	刀
史	5	511	5	history, chronicle	シ		口
畳	8	1665	12	tatami mat, counter for tatami mats, fold, shut up, do away with	ジョウ,チョウ	たた.む,たたみ,かさ.なる	田
孫	4	1388	10	grandchild, descendants	ソン	まご	子
針	6	505	10	needle, pin, staple, stinger	シン	はり	金
摘	8	564	14	pinch, pick, pluck, trim, clip, summarize	テキ	つ.む	扎
紋	8	1519	10	family crest, figures	モン		糸
払	8	813	5	pay, clear out, prune, banish, dispose of	フツ,ヒツ,ホツ	はら.う,-はら.い,-ばら.い	扎
旨	8	1166	6	delicious, relish, show a liking for, purport, will, clever, expert	シ	むね,うま.い	日
枝	5	1401	8	bough, branch, twig, limb, counter for branches	シ	えだ	木
豆	3	1422	7	beans, pea, midget	トウ,ズ	まめ,まめ-	豆
駐	8	955	15	stop-over, reside in, resident	チュウ		馬
亡	6	661	3	deceased, the late, dying, perish	ボウ,モウ	な.い,な.き-,ほろ.びる,ほろ.ぶ,ほろ.ぼす	亠
塾	8	1297	14	cram school, private school	ジュク		土
芝	8	1052	6	turf, lawn	シ	しば	艾
陽	3	1071	12	sunshine, yang principle, positive, male, heaven, daytime	ヨウ	ひ	阡
脂	8	1548	10	fat, grease, tallow, lard, rosin, gum, tar	シ	あぶら	肉
肪	8	1878	8	obese, fat	ボウ		肉
諮	8	1345	16	consult with	シ	はか.る	言
雌	8	1951	14	feminine, female	シ	め-,めす,めん	隹
飼	5	1392	13	domesticate, raise, keep, feed	シ	か.う	食
侍	8	1939	8	waiter, samurai, wait upon, serve	ジ,シ	さむらい,はべ.る	化
従	6	601	10	accompany, obey, submit to, comply, follow, secondary, incidental, subordinate	ジュウ,ショウ,ジュ	したが.う,したが.える,より	彳
慈	8	1811	13	mercy	ジ	いつく.しむ	心
悲	3	1014	12	grieve, sad, deplore, regret	ヒ	かな.しい,かな.しむ	心
圭	9	1837	6	square jewel, corner, angle, edge	ケイ,ケ		土
滋	4	1563	12	nourishing, more & more, be luxuriant, planting, turbidity	ジ,シ		汁
癒	8	1667	18	healing, cure, quench (thirst), wreak	ユ	い.える,いや.す,い.やす	疔
磁	6	1686	14	magnet, porcelain	ジ		石
鼻	3	1632	14	nose, snout	ビ	はな	鼻
紹	8	963	11	introduce, inherit, help	ショウ		糸
尊	6	1181	12	revered, valuable, precious, noble, exalted	ソン	たっと.い,とうと.い,たっと.ぶ,とうと.ぶ	寸
鹿	4	957	11	deer	ロク	しか,か	鹿
軸	8	1261	12	axis, pivot, stem, stalk, counter for book scrolls	ジク		車
漆	8	1971	14	lacquer, varnish, seven	シツ	うるし	汁
喪	8	885	12	miss, mourning	ソウ	も	口
恋	8	1296	10	romance, in love, yearn for, miss, darling	レン	こ.う,こい,こい.しい	心
湿	8	1517	12	damp, wet, moist	シツ,シュウ	しめ.る,しめ.す,うるお.う,うるお.す	汁
塗	8	1414	13	paint, plaster, daub, smear, coating	ト	ぬ.る,ぬ.り,まみ.れる	土
疾	8	1577	10	rapidly	シツ	はや.い	疔
稔	9	1775	13	harvest, ripen	ネン,ジン,ニン	みの.る,みのり	禾
践	8	1570	13	tread, step on, trample, practice, carry through	セン	ふ.む	足
精	5	752	14	refined, ghost, fairy, energy, vitality, semen, excellence, purity, skill	セイ,ショウ	しら.げる,くわ.しい	米
祉	8	1063	8	welfare, happiness	シ		示
窓	6	1186	11	window, pane	ソウ,ス	まど,てんまど,けむだし	穴
遮	8	1865	14	intercept, interrupt, obstruct	シャ	さえぎ.る	込
蛇	8	1721	11	snake, serpent, hard drinker	ジャ,ダ,イ,ヤ	へび	虫
貸	5	995	12	lend	タイ	か.す,か.し-,かし-	貝
尺	6	1940	4	shaku, Japanese foot, measure, scale, rule	シャク,セキ	さし	尸
稚	8	1560	13	immature, young	チ,ジ	いとけない,おさない,おくて,おでる	禾
寂	8	1599	11	loneliness, quietly, mellow, mature, death of a priest	ジャク,セキ	さび,さび.しい,さび.れる,さみ.しい	宀
砲	8	1268	10	cannon, gun	ホウ		石
穫	8	1642	18	harvest, reap	カク		禾
摂	8	1779	13	vicarious, surrogate, act in addition to, take in, absorb	セツ,ショウ	おさ.める,かね.る,と.る	扎
順	4	779	12	obey, order, turn, right, docility, occasion	ジュン		頁
招	5	840	8	beckon, invite, summon, engage	ショウ	まね.く	扎
錠	8	1934	16	lock, fetters, shackles	ジョウ		金
探	6	930	11	grope, search, look for	タン	さぐ.る,さが.す	扎
遅	8	833	12	slow, late, back, later	チ	おく.れる,おく.らす,おそ.い	込
堤	8	1658	12	dike, bank, embankment	テイ	つつみ	土
朱	8	1788	6	vermilion, cinnabar, scarlet, red, bloody	シュ	あけ	木
殊	8	1361	10	particularly, especially, exceptionally	シュ	こと	歹
狩	8	1785	9	hunt, raid, gather	シュ	か.る,か.り,-が.り	犯
猟	8	1851	11	game-hunting, shooting, game, bag	リョウ	かり,か.る	犯
趣	8	1153	15	purport, gist, elegance, interest, proceed to, tend, become	シュ	おもむき,おもむ.く	走
飾	8	1193	13	decorate, ornament, adorn, embellish	ショク	かざ.る,かざ.り	食
尾	8	875	7	tail, end, counter for fish, lower slope of mountain	ビ	お	尸
胎	8	1861	9	womb, uterus	タイ		肉
納	6	987	10	settlement, obtain, reap, pay, supply, store	ノウ,ナッ,ナ,ナン,トウ	おさ.める,-おさ.める,おさ.まる	糸
拾	3	1479	9	pick up, gather, find, go on foot, ten	シュウ,ジュウ	ひろ.う	扎
賄	8	1282	13	bribe, board, supply, finance	ワイ	まかな.う	貝
即	8	1167	7	instant, namely, as is, conform, agree, adapt	ソク	つ.く,つ.ける,すなわ.ち	卩
寝	8	1034	13	lie down, sleep, rest, bed, remain unsold	シン	ね.る,ね.かす,い.ぬ,みたまや,や.める	宀
旅	3	783	10	trip, travel	リョ	たび	方
覆	8	1378	18	capsize, cover, shade, mantle, be ruined	フク	おお.う,くつがえ.す,くつがえ.る	西
秀	8	848	7	excel, excellence, beauty, surpass	シュウ	ひい.でる	禾
積	4	541	16	volume, product (x*y), acreage, contents, pile up, stack, load, amass	セキ	つ.む,-づ.み,つ.もる,つ.もり	禾
憎	8	1808	14	hate, detest	ゾウ	にく.む,にく.い,にく.らしい,にく.しみ	心
専	6	506	9	specialty, exclusive, mainly, solely	セン	もっぱ.ら	寸
随	8	1396	12	follow, though, notwithstanding, while, during, both, all, obey, submit to, comply, at the mercy of (the waves)	ズイ	まにま.に,したが.う	阡
軟	8	1269	11	soft	ナン	やわ.らか,やわ.らかい	車
縦	6	1258	16	vertical, length, height, self-indulgent, wayward	ジュウ	たて	糸
鎮	8	1617	18	tranquilize, ancient peace-preservation centers	チン	しず.める,しず.まる,おさえ	金
淑	8	1922	11	graceful, gentle, pure	シュク	しと.やか	汁
清	4	705	11	pure, purify, cleanse, exorcise, Manchu dynasty	セイ,ショウ,シン	きよ.い,きよ.まる,きよ.める	汁
陣	8	828	10	camp, battle array, ranks, position, sudden, brief time	ジン		阡
陳	8	1323	11	exhibit, state, relate, explain	チン	ひ.ねる	阡
俊	8	1007	9	sagacious, genius, excellence	シュン		化
駿	9	1817	17	a good horse, speed, a fast person	シュン,スン	すぐ.れる	馬
擬	8	1990	17	mimic, aim (a gun) at, nominate, imitate	ギ	まが.い,もど.き	扎
准	8	1441	10	quasi-, semi-, associate	ジュン		冫
潤	8	1644	15	wet, be watered, profit by, receive benefits, favor, charm, steep	ジュン	うるお.う,うるお.す,うる.む	汁
純	6	1044	10	genuine, purity, innocence, net (profit)	ジュン		糸
粋	8	1768	10	chic, style, purity, essence, pith, cream, elite, choice	スイ	いき	米
曙	9	1518	17	dawn, daybreak	ショ	あけぼの	日
庶	8	1558	11	commoner, all, bastard	ショ		广
諸	6	658	15	various, many, several, together	ショ	もろ	言
輔	9	1898	14	help	ホ,フ	たす.ける	車
徐	8	1470	10	gradually, slowly, deliberately, gently	ジョ	おもむ.ろに	彳
斗	8	1885	4	Big Dipper, ten sho (vol), sake dipper, dots and cross radical (no. 68)	ト,トウ		斗
刀	2	1794	2	sword, saber, knife	トウ	かたな,そり	刀
昇	8	826	8	rise up	ショウ	のぼ.る	日
昭	3	697	9	shining, bright	ショウ		日
焦	8	973	12	char, hurry, impatient, irritate, burn, scorch, singe	ショウ	こ.げる,こ.がす,こ.がれる,あせ.る,じ.れる,じ.らす	火
肖	8	1889	7	resemblance	ショウ	あやか.る	肉
詳	8	1178	13	detailed, full, minute, accurate, well-informed	ショウ	くわ.しい,つまび.らか	言
陸	4	736	11	land, six	リク,ロク	おか	阡
冗	8	1782	4	superfluous, uselessness	ジョウ		冖
余	5	680	7	too much, myself, surplus, other, remainder	ヨ	あま.る,あま.り,あま.す,あんま.り	化
浄	8	1383	9	clean, purify, cleanse, exorcise, Manchu Dynasty	ジョウ,セイ	きよ.める,きよ.い	汁
蒸	6	1552	13	steam, heat, sultry, foment, get musty	ジョウ,セイ	む.す,む.れる,む.らす	艾
醸	8	1838	20	brew, cause	ジョウ	かも.す	酉
嘱	8	1903	15	entrust, request, send a message	ショク	しょく.する,たの.む	口
媒	8	1900	12	mediator, go-between	バイ	なこうど	女
添	8	1501	11	annexed, accompany, marry, suit, meet, satisfy, attach, append, garnish, imitate	テン	そ.える,そ.う	汁
欲	6	902	11	longing, covetousness, greed, passion, desire, craving	ヨク	ほっ.する,ほ.しい	欠
糧	8	1354	18	provisions, food, bread	リョウ,ロウ	かて	米
奉	8	1624	8	observance, offer, present, dedicate	ホウ,ブ	たてまつ.る,まつ.る,ほう.ずる	大
侵	8	1025	9	encroach, invade, raid, trespass, violate	シン	おか.す	化
唇	8	1992	10	lips	シン	くちびる	口
坊	8	1832	7	boy, priest's residence, priest	ボウ,ボッ		土
酔	8	1640	11	drunk, feel sick, poisoned, elated, spellbound	スイ	よ.う,よ.い,よ	酉
緑	3	1180	14	green	リョク,ロク	みどり	糸
森	1	609	12	forest, woods	シン	もり	木
浸	8	1447	10	immersed, soak, dip, steep, moisten, wet, dunk	シン	ひた.す,ひた.る,つ.かる	汁
